date,company,advisor_name,username,post_text,likes,retweets,comments,label
2024-07-25,Infosys,Christopher Reynolds,roachnathan,Ahead western single product life before without near general kind their night attack town push cultural.,3597,700,999,1
2024-11-20,Infosys,Danielle Harrell,davismorgan,Offer suggest between Mrs issue tree face can authority five real dog.,4693,640,162,0
2025-03-05,HDFC Bank,Crystal Farrell,lschultz,Yard all people pressure responsibility series set.,995,69,593,0
2024-11-12,Bharti Airtel,Shawn Pratt,ryan13,Study soldier much listen to since point situation evidence attorney song movement hand cultural we though.,174,206,352,0
2024-05-04,Bharti Airtel,Phillip Sweeney,stephaniecarr,Give campaign camera drug guy certainly fall federal reveal yes research ability.,168,1186,556,0
2025-07-29,Infosys,Mr. Tyler Roman DDS,jonesjeffrey,Later describe military property free than newspaper.,234,617,14,0
2025-01-09,Wipro,Matthew Logan,jamesblackwell,Fear gun measure form beautiful identify fire.,108,176,806,1
2025-05-16,Tata Motors,Marcus Hodge,tyler78,Trial pick speak both data admit town anyone computer free state game court.,262,1792,204,0
2023-12-12,Infosys,Kathryn Davis,christophergallagher,Entire enough board result worker office room business voice.,458,1051,726,1
2025-02-12,Infosys,Adrian Griffin,patrickdavis,Collection doctor forward indicate different chair together.,913,1402,760,0
2024-11-14,Bharti Airtel,Patricia Harding,amanda89,Game coach agree wonder brother worker team focus certainly itself adult similar education responsibility center.,1435,841,798,0
2025-04-21,Tata Motors,Christina Wagner,christopher02,Very industry consumer themselves food and despite like health return run region computer last.,4389,1660,555,0
2025-01-06,Bharti Airtel,Megan Evans,rodney06,Program turn model though development pick we during deep though reduce during wind control.,2933,167,681,1
2025-03-15,Infosys,William Cervantes,jrobinson,Book performance require coach structure manage recent.,3774,1230,678,1
2024-03-26,Infosys,Paul Morton,smitchell,Inside human act manager budget daughter politics assume above ask.,2276,1356,431,0
2023-09-29,HDFC Bank,Tara Robertson,franciskristin,Particularly along out establish range offer both child art hit any this.,496,1621,218,1
2024-08-20,Tata Motors,Jordan Bullock,oraymond,Wait beautiful write usually glass his though discuss town bank.,3962,1645,774,1
2024-06-03,ICICI Bank,Jennifer Mora,stacey64,Professor law job number few goal mention order pretty question law.,3642,872,754,0
2024-10-30,Bharti Airtel,Eric Sullivan,thomasjames,Benefit hundred plan wall note should bag well bit yeah.,1881,1408,969,0
2025-06-09,Infosys,Zachary Townsend,ashleycarr,Marriage PM or political my simple would people boy executive property interview direction over various just.,1659,776,934,0
2025-08-31,ICICI Bank,Mrs. Amanda Faulkner MD,schapman,List nice base activity own trip somebody mind man approach artist school day.,4498,215,312,0
2025-06-20,Infosys,Krista Wade,ugreen,Fund out attorney administration market evening air foot as its sing imagine series.,3292,484,332,0
2025-01-05,HDFC Bank,Dylan Hart,phunter,Pull of foot focus third organization practice really hard.,3848,1879,996,0
2024-09-01,Reliance,Marilyn Hayes,bennettclayton,Mission suffer mission whose draw per democratic serve around hair political room report herself candidate institution.,2357,1957,725,0
2024-09-08,Tata Motors,Ryan Ward,houstonamy,Set test travel common film financial build leader factor child.,3754,1709,75,0
2024-11-19,Tata Motors,Martin Howard,steelekevin,Least care simple wait near nothing decade guess civil.,1549,929,44,0
2024-02-12,HDFC Bank,Lucas Rivera,harrisoncharles,Response happy discover different prove remember board bank that nice worker.,159,1351,746,0
2024-10-01,HDFC Bank,Gregory Trevino,shelby88,Science kitchen allow issue parent want threat civil as machine hotel move.,1134,1184,467,0
2025-06-04,Bharti Airtel,Robin Conway,newtonaustin,Thing term politics step campaign few set up meeting responsibility fly talk keep agent.,3916,148,417,0
2024-12-04,HDFC Bank,Patrick Diaz,williamhughes,Sign eat marriage enjoy may fire program pick Congress window necessary society behavior finish husband significant.,414,1495,818,0
2023-09-13,HDFC Bank,Jacqueline Chavez MD,tdean,Development off value hair somebody behind important free plan.,4559,1930,293,0
2025-02-20,Reliance,Angela Myers,markclark,Role single another painting reason author idea give provide morning break very.,1148,1828,750,0
2025-05-24,Tata Motors,Larry Green,shawkins,East admit suddenly with food sense hard citizen risk option.,4244,713,982,0
2024-01-05,Tata Motors,Jeffrey Mason,samuel28,Perform evidence teach year be already life.,4731,543,21,0
2024-03-04,Reliance,Heather Snyder,abrooks,Discussion no offer old member off across effort dark away.,2154,834,152,0
2025-03-13,Bharti Airtel,Christopher Rice,cwood,Tell daughter owner dog close candidate exactly determine writer.,1680,1067,54,1
2025-05-26,Bharti Airtel,Maurice Williams,omatthews,Sister run nature likely contain career last beat after your card fine stuff set.,4303,1163,753,0
2025-07-28,Tata Motors,Christopher Smith,dalelewis,Early agency some main career do box six professional free.,2203,851,44,0
2025-05-08,Infosys,Maureen Thomas,porterdaniel,Admit under pressure eight agent service gun near.,2307,1643,7,0
2024-06-23,HDFC Bank,Howard Dunn,samantharhodes,Could total wear now however research unit wear film.,2277,143,644,0
2023-12-02,ICICI Bank,Nicole Casey,grosskevin,With agent article deep however her quite visit.,4297,1604,798,0
2024-11-22,HDFC Bank,Juan Walker DDS,rosslaura,The professor skin serious several man sing mind discover report write improve.,602,1892,408,0
2024-04-02,Reliance,Karla Townsend,burkethomas,Crime among large already owner force check identify defense campaign me pull on.,819,161,533,0
2025-02-13,Wipro,Jamie Reed,tamara22,Door scientist focus add close herself nation top.,548,29,648,1
2025-05-05,Infosys,Terri Conner,jfleming,Fund significant identify away tough education according ahead movement necessary lead operation sit no see.,2108,1736,595,1
2023-11-29,Wipro,Michael Bell,jeffrey97,Final our election stand near high affect whether space product.,1600,590,700,0
2025-08-24,Bharti Airtel,Jennifer Horn,kylie90,Particular shoulder nice open which data meet of five base receive fast along.,805,864,561,0
2025-08-31,Infosys,Melissa Hoffman,patricia59,Manage meet continue born official billion force line especially institution different according.,916,1510,187,0
2025-05-19,HDFC Bank,Helen Briggs,oavila,Voice media little all face under voice dinner activity movement imagine sort term senior either.,4627,1252,606,0
2024-08-03,Bharti Airtel,Scott Acosta,smithjonathan,Others almost marriage situation owner president pattern.,1219,773,726,1
2024-05-08,ICICI Bank,Adam Vargas,jodykim,Market prevent light fine environmental measure police force face process.,3012,894,299,0
2024-03-06,HDFC Bank,Jonathan Reyes,williamsmelissa,Garden manager watch enter structure anything great arm.,2676,1580,574,0
2025-09-09,HDFC Bank,Samantha Glover,jharris,First professor election better action character travel party east.,772,669,655,1
2023-09-23,HDFC Bank,Emily Berg,abell,Usually another in wish sea sell trial west maybe hundred day reduce agreement left.,4847,885,847,0
2025-01-10,Reliance,Kelly Howard,shellyraymond,End first despite would politics return type meeting less night indicate specific head.,4946,1905,350,0
2025-01-29,Infosys,Omar Rocha,petersonalexander,International tree movie region contain run structure.,282,1523,312,0
2025-05-15,Reliance,Alexander Braun,williamsemily,Food through people about seven television they party someone senior court several system since pretty.,2650,1601,729,0
2023-10-28,Infosys,Tiffany Crawford,ugarza,Soon answer allow environmental long market find actually truth send usually condition blood.,764,1469,551,0
2024-10-02,Bharti Airtel,Jennifer Smith,jasontodd,Itself scientist reality soon black each activity.,383,89,741,0
2025-01-09,Reliance,Travis Welch,harrisstephanie,Participant gas every knowledge me produce with short suddenly deal culture unit movement me section.,1428,537,787,0
2025-01-11,Tata Motors,Charles James,fstokes,Drug into day game call sort wife rise study.,4450,1934,428,0
2024-03-08,Wipro,Margaret Cox,sotoashley,Fire simple break college letter reveal rock region any card may them follow paper before idea.,2530,1039,661,1
2023-12-11,Reliance,Marvin Jones,laura56,Tv follow data since summer her too change event two.,101,1122,296,0
2025-05-16,Reliance,Mr. David Hernandez,kimberlyjoseph,Send church ask way top stay everybody might avoid dark break opportunity ability weight contain.,294,777,103,0
2024-03-24,Tata Motors,Peter Arnold,jvasquez,For beat agent position or hard measure simply great scientist always long on.,2518,944,579,0
2024-06-13,Adani Ports,Sandra Johnson,zreilly,Accept better matter listen well north member trouble outside quickly.,4392,1944,714,0
2024-01-31,Wipro,Andrea Martinez,melissa81,Participant factor third attention task data this.,4454,1591,507,0
2025-04-02,Wipro,Richard Smith,jamesbest,Shake fall fear detail listen base establish camera assume painting present message challenge administration enough there.,1486,61,905,0
2025-01-03,Bharti Airtel,William Thompson,parkerdwayne,Make party argue walk activity claim day science floor free certain almost trade maybe walk.,2428,509,35,0
2023-11-03,Bharti Airtel,Autumn Todd,lindacarr,East project traditional commercial a toward subject performance kitchen service rate have party certain scene.,621,1220,127,0
2024-01-26,Tata Motors,Oscar Glenn,brenda03,Pull late several play kid including final either western.,873,75,942,0
2025-02-04,Reliance,Thomas Foster,fisherdaniel,Reveal since know field final recent article the letter name.,1256,841,233,0
2025-07-10,ICICI Bank,Amanda Villa,christopher19,Analysis cost learn explain tree participant best form game serious.,2844,229,387,0
2024-07-22,Infosys,John Todd,brownamanda,Sister by treat several conference charge thank everyone address main water myself.,4323,160,577,0
2024-11-14,HDFC Bank,Aaron Maddox,laurie20,Would nearly ball subject necessary early build indeed outside kitchen during some.,2217,438,918,0
2023-10-03,HDFC Bank,Matthew Hughes,emily93,Usually indeed model off win serious teach character performance authority glass know car door.,3358,1281,380,0
2025-08-11,Tata Motors,Megan Lewis,gfoster,If then artist pass professional structure us this here group.,2455,571,391,0
2024-08-01,HDFC Bank,James Taylor,lisa27,Add computer clearly everybody movie quality get national floor put minute avoid start evidence defense.,1176,1036,225,0
2025-03-06,Wipro,Taylor Webb,colejill,Movie although letter nearly specific debate deep serve later.,715,83,384,0
2024-06-15,Adani Ports,Tara Warren,hugheskevin,Action paper radio work network world music collection determine.,4365,43,565,1
2024-03-05,ICICI Bank,Paige Adams,brianrich,Town mother television network ok heavy rather contain peace meeting open.,4963,1030,495,0
2024-11-16,Tata Motors,Angie Nelson,johnhaley,Item cut tax large my left degree wish between who imagine own society chair again.,4567,1999,736,0
2024-06-09,Bharti Airtel,Crystal Ferguson,gonzalezjeffrey,Large condition safe indeed resource child firm process economy off make reality however hear common.,1610,590,415,0
2025-02-22,Wipro,Samantha Hernandez,pruittolivia,It thing identify then water statement rather might better key market everything then exactly.,3507,343,831,0
2025-03-07,Tata Motors,Joshua Jones,miguel67,Strong how space dream personal together manage others stand stay design sign start.,3035,1887,249,0
2024-07-05,ICICI Bank,Annette Robbins,allison82,Process do north summer want prepare feel another.,1654,613,978,0
2024-11-24,Infosys,Douglas Vargas,robert88,Whole mean read on medical lawyer story more do your goal arm establish soon serious.,2396,1194,619,0
2024-06-11,ICICI Bank,Daniel Castillo,davisjoyce,All myself hope rock art process generation sense weight wall final.,1749,149,0,0
2025-04-05,Reliance,Carlos Smith,myoung,So general anything important magazine them property author outside scientist hotel.,811,1734,903,1
2023-12-09,Adani Ports,Jennifer Ryan,joserodriguez,Figure claim admit study traditional investment whole tree crime I senior material family.,2993,1051,458,0
2025-02-26,HDFC Bank,Christopher Price,littleraymond,Weight that bill read movement talk man management poor treat science.,1588,1421,165,0
2024-05-23,Tata Motors,Dana Blackburn,tanner22,Staff individual very race work sound daughter exist imagine guy.,1648,805,523,0
